MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
RL,43,7052,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,3,PConc,4,3,3,6,659,1364,GasA,4,1,4,1364,0,1364,1,2,0,3,6,Typ,1,4,Attchd,2,2,484,3,3,Y,192,36,NA,WD ,Normal,185850
RL,74,12961,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,2,6,944,1152,GasA,4,1,4,1152,645,1797,1,2,1,3,7,Typ,1,2,Attchd,3,2,616,3,3,Y,162,312,NA,WD ,Normal,231000
RM,0,4224,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,1975,1975,Gable,CompShg,CemntBd,CmentBd,NA,0,2,PConc,4,3,1,6,769,1040,GasA,3,1,4,1040,0,1040,0,1,0,2,6,Typ,0,0,Attchd,1,2,499,3,3,Y,0,100,NA,WD ,Normal,124000
RL,65,7153,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,5,387,761,GasA,4,1,4,810,793,1603,0,2,1,3,7,Typ,0,0,Attchd,2,2,484,3,3,Y,0,124,NA,WD ,Normal,175900
RL,0,17541,Pave,NA,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,4,2,4,300,409,GasA,4,1,4,1325,0,1325,0,2,0,3,6,Typ,1,3,Detchd,1,2,576,3,3,Y,0,42,NA,WD ,Normal,216000
RL,80,8240,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198,2,CBlock,3,3,1,1,0,1179,GasA,3,1,4,1179,0,1179,0,1,0,2,5,Min2,0,0,Attchd,3,2,622,3,3,P,0,0,NA,WD ,Normal,110000
RM,75,9000,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162,2,CBlock,3,3,1,5,330,1151,GasA,3,1,3,1151,804,1955,0,2,0,2,7,Typ,0,0,Attchd,3,1,356,3,3,Y,0,0,NA,WD ,Normal,165500
RL,85,15428,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1951,1991,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,741,884,GasA,4,1,4,884,0,884,1,1,0,2,4,Typ,0,0,Attchd,3,1,270,3,3,Y,0,0,NA,WD ,Normal,142000
C (all),60,6060,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,1930,2007,Hip,CompShg,MetalSd,MetalSd,NA,0,3,BrkTil,3,3,1,5,737,837,GasA,4,1,4,1001,0,1001,0,1,0,3,5,Typ,0,0,Detchd,1,1,216,3,1,N,154,0,NA,WD ,Normal,124900
RL,80,13384,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1969,1979,Gable,CompShg,Plywood,Plywood,BrkFace,194,2,PConc,3,3,3,3,119,1104,GasA,1,1,4,1360,0,1360,1,1,0,2,8,Typ,1,3,Attchd,2,1,336,3,3,Y,160,0,NA,WD ,Normal,140000
RM,75,13500,Pave,Grvl,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,1,0,819,GasA,2,1,3,1312,1142,2454,0,2,0,2,8,Typ,1,4,Attchd,1,2,576,3,3,N,0,148,NA,WD ,Normal,185000
RL,0,15038,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,1996,1996,Gable,CompShg,HdBoard,HdBoard,NA,0,2,PConc,4,3,1,3,138,916,GasA,3,1,4,916,720,1636,0,2,1,2,7,Typ,1,3,Attchd,3,2,386,3,3,Y,168,84,NA,WD ,Normal,173000
RL,68,8286,Pave,NA,Lvl,Corner,Mitchel,Norm,Norm,1Fam,2Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,NA,0,2,PConc,4,3,1,3,531,716,GasA,4,1,4,716,716,1432,1,1,1,2,6,Typ,1,4,Attchd,3,2,531,3,3,Y,0,136,NA,WD ,Normal,157000
RM,50,5925,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,2,1940,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,0,0,0,0,0,0,GasA,1,0,3,612,0,612,0,1,0,2,4,Typ,0,0,Detchd,1,1,308,3,2,N,0,0,NA,WD ,Normal,45000
FV,24,2645,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,3,PConc,4,3,1,1,0,776,GasA,4,1,4,764,677,1441,0,2,1,3,5,Typ,0,0,Detchd,1,2,492,3,3,Y,206,0,NA,WD ,Normal,174000
RL,70,8400,Pave,NA,Lvl,Inside,Nonemes,Feedr,Norm,1Fam,SFoyer,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,4,3,4,6,744,833,GasA,3,1,4,898,0,898,1,1,0,2,6,Typ,0,0,Attchd,2,1,326,3,3,Y,143,0,NA,WD ,Normal,140000
RL,50,4882,Pave,NA,Bnk,Inside,BrkSide,RRAn,Feedr,1Fam,2Story,4,1937,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,PConc,3,3,1,3,120,348,GasA,2,1,4,453,453,906,0,1,0,2,5,Typ,0,0,Basment,1,1,231,2,3,Y,0,0,NA,WD ,Normal,87000
RL,118,13654,Pave,NA,Lvl,CulDSac,NridgHt,Norm,Norm,1Fam,2Story,9,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365,3,PConc,5,3,4,1,0,1704,GasA,4,1,4,1722,1036,2758,0,2,1,4,9,Typ,1,5,BuiltIn,3,3,814,3,3,Y,282,55,NA,WD ,Normal,418000
RL,90,15750,Pave,NA,Lvl,FR3,CollgCr,Feedr,Norm,1Fam,1Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,3,PConc,4,3,4,6,1246,1462,GasA,4,1,4,1513,0,1513,1,2,0,3,5,Typ,1,3,Attchd,3,2,521,3,3,Y,135,34,NA,WD ,Normal,220000
RL,0,14541,Pave,NA,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,1993,1993,Gable,CompShg,MetalSd,MetalSd,NA,0,3,PConc,4,4,1,6,1012,1338,GasA,4,1,4,1352,1168,2520,1,2,1,3,10,Typ,1,3,Attchd,2,3,796,3,3,Y,209,55,NA,WD ,Abnorml,310000
RL,86,8665,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,89,2,CBlock,3,3,2,3,168,876,GasA,2,1,4,897,0,897,0,1,0,2,5,Typ,0,0,Attchd,2,1,264,3,3,Y,0,0,NA,WD ,Normal,115000
RL,73,8760,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132,3,PConc,4,3,1,6,36,1489,GasA,4,1,4,1500,0,1500,0,2,0,3,7,Typ,1,4,Attchd,2,2,674,3,3,Y,144,38,NA,WD ,Normal,212999
RM,52,9439,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,2,324,912,GasA,3,1,3,912,336,1248,0,1,0,2,6,Typ,0,0,Detchd,1,1,160,2,2,Y,0,0,NA,WD ,Normal,87000
RL,69,4899,Pave,NA,HLS,Corner,SWISU,Norm,Norm,1Fam,2Story,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,PConc,3,3,1,4,305,755,GasA,4,1,4,755,755,1510,0,1,0,2,6,Typ,0,0,Detchd,1,1,216,3,3,Y,0,0,NA,WD ,Normal,149000
RL,60,8730,Pave,NA,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,2Story,6,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,698,GasA,4,1,3,698,698,1396,0,1,0,2,7,Typ,0,0,Detchd,1,1,384,3,3,Y,0,0,NA,WD ,Normal,153575
RL,60,5400,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,1921,1968,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,1,0,1073,GasA,4,1,4,1073,0,1073,0,1,0,2,4,Typ,0,0,Detchd,1,1,326,3,3,Y,0,0,NA,WD ,Abnorml,108480
RL,55,10594,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,768,Grav,1,0,4,789,0,789,0,1,0,2,5,Typ,0,0,Detchd,1,1,200,1,1,Y,0,0,NA,WD ,Normal,96500
RM,60,10800,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,4,3,2,3,390,880,GasW,1,0,4,880,888,1768,0,1,1,2,6,Typ,2,3,Detchd,1,2,320,3,3,N,0,341,NA,WD ,Normal,163000
RL,88,15400,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,4,1,1,0,552,GasA,2,1,4,904,611,1774,0,2,0,2,8,Typ,1,3,Attchd,1,1,384,3,3,Y,290,40,NA,WD ,Normal,165000
RL,71,9178,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,3,1,0,1468,GasA,4,1,4,1468,0,1468,0,2,0,3,6,Typ,1,4,Attchd,2,3,904,3,3,Y,192,142,NA,WD ,Normal,239900
RL,75,9743,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,5,1969,1969,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,2,1,4,280,720,GasA,3,1,4,720,588,1308,0,1,1,2,7,Typ,0,0,Detchd,1,2,484,3,3,Y,0,0,NA,WD ,Normal,146900
RL,80,17400,Pave,NA,Low,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,5,936,1126,GasA,1,1,4,1126,0,1126,1,2,0,2,5,Typ,1,4,Attchd,2,2,484,3,3,P,295,41,NA,WD ,Normal,160000
RL,59,9042,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,4,6,828,943,GasA,3,1,4,943,695,1638,1,2,1,2,7,Typ,2,3,Attchd,3,2,472,3,3,Y,100,38,NA,WD ,Normal,192000
RM,69,9142,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,2,3,1,1,0,797,GasA,2,0,3,830,797,1627,0,2,0,2,10,Typ,0,0,Detchd,1,2,420,2,1,N,192,0,NA,WD ,Normal,139500
RL,70,8749,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,654,979,GasA,4,1,4,992,940,1932,1,2,1,3,7,Typ,1,4,Attchd,2,2,610,3,3,Y,0,120,NA,WD ,Normal,213000
RL,70,9370,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1993,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,1,5,758,836,GasA,4,1,4,844,887,1731,1,2,1,3,7,Typ,0,0,Attchd,2,2,462,3,3,Y,307,85,Othr,WD ,Family,248500
RM,35,3675,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,2,PConc,4,3,4,6,547,547,GasA,3,1,4,1072,0,1072,1,1,0,2,5,Typ,0,0,Basment,3,2,525,3,3,Y,0,28,NA,WD ,Normal,145000
RL,74,9612,Pave,NA,Lvl,Inside,Somerst,Feedr,Norm,1Fam,1Story,8,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72,3,PConc,4,3,1,1,0,1468,GasA,4,1,4,1468,0,1468,0,2,0,3,6,Typ,1,4,Attchd,3,3,898,3,3,Y,210,150,NA,New,Partial,244600
RL,55,7150,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1.5Fin,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,NA,0,2,PConc,3,3,1,3,150,1190,GasA,3,1,4,1040,500,1540,1,1,0,1,7,Typ,0,0,Detchd,1,1,352,3,3,Y,0,0,NA,WD ,Normal,115000
RM,21,1495,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,189,2,CBlock,3,3,1,5,384,546,GasA,4,1,4,546,546,1092,0,1,1,2,5,Typ,0,0,NA,0,0,0,0,0,Y,0,64,NA,WD ,Normal,93900
RL,0,21695,Pave,NA,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,3,CBlock,4,3,1,6,808,880,GasA,4,1,4,1680,0,1680,1,2,0,3,5,Typ,1,4,Attchd,3,2,540,3,3,Y,292,44,NA,WD ,Normal,222000
RL,60,17433,Pave,NA,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114,3,PConc,5,3,1,1,0,1629,GasA,4,1,4,1645,830,2475,0,2,1,3,7,Typ,1,3,Attchd,3,3,962,3,3,Y,23,172,NA,WD ,Normal,355000
RL,0,6563,Pave,NA,Low,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,NA,0,3,PConc,4,3,4,6,1148,1742,GasA,2,1,4,1742,0,1742,1,2,0,3,5,Typ,1,3,Attchd,2,2,564,3,3,Y,114,28,NA,WD ,Normal,275000
RL,64,8712,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1957,2000,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,2,4,860,992,GasA,2,1,4,1306,0,1306,1,1,0,2,5,Typ,0,0,Detchd,1,1,756,3,3,Y,0,0,NA,WD ,Normal,153000
RL,0,16647,Pave,NA,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,4,3,4,5,1390,1390,GasA,2,1,4,1701,0,1701,1,2,0,2,6,Min2,2,3,Basment,3,2,611,3,3,Y,0,0,NA,WD ,Normal,171000
RL,65,8944,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,Duplex,1Story,5,1967,1967,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,3,1,1,0,1584,GasA,2,1,4,1584,0,1584,0,2,0,2,8,Mod,0,0,Detchd,1,3,792,3,3,Y,0,152,NA,WD ,Normal,124000
RL,43,3010,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,3,PConc,4,3,4,6,16,1142,GasA,4,1,4,1142,0,1142,0,2,0,3,6,Typ,0,0,Attchd,3,2,440,3,3,Y,90,0,NA,New,Partial,156820
RL,70,10500,Pave,NA,Lvl,FR2,Nonemes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,5,432,864,GasA,2,1,4,864,0,864,0,1,0,2,5,Typ,1,1,NA,0,0,0,0,0,Y,0,0,NA,ConLI,Normal,115000
RL,68,8562,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145,2,CBlock,3,3,3,3,383,1216,GasA,4,1,3,1526,0,1526,0,1,0,2,7,Min2,1,4,Basment,1,1,364,3,3,Y,116,78,NA,WD ,Normal,144500
RL,62,7750,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,1999,2000,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,1,0,384,GasA,4,1,4,774,656,1430,0,2,1,2,7,Typ,1,3,BuiltIn,2,2,400,3,3,Y,0,0,NA,WD ,Normal,156000
RL,80,10800,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203,2,CBlock,3,3,1,4,617,1052,GasA,2,1,4,1052,0,1052,1,1,0,2,6,Typ,0,0,Attchd,3,1,311,3,3,Y,0,133,NA,COD,Normal,127000
RL,0,7010,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,3,175,1024,GasA,2,1,4,1144,594,1738,0,2,0,2,6,Typ,1,4,Detchd,1,1,240,3,3,P,0,30,NA,WD ,Normal,153000
RL,70,11920,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,3,PConc,4,3,3,1,0,831,GasA,4,1,4,831,828,1659,0,2,1,3,8,Typ,0,0,Attchd,2,2,484,3,3,Y,144,68,NA,WD ,Normal,181000
RM,60,6000,Pave,NA,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,4,1,5,375,735,GasA,4,1,4,869,349,1218,0,1,0,2,6,Typ,1,4,Detchd,1,2,440,3,3,Y,0,0,NA,WD ,Normal,131000
RM,40,5400,Pave,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,6,1926,2004,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,2,2,370,1149,GasA,3,1,3,1149,467,1616,0,2,0,3,5,Typ,0,0,Detchd,1,1,216,3,3,Y,0,0,NA,WD ,Normal,152000
RL,0,11029,Pave,NA,Lvl,Corner,NWAmes,PosA,Norm,1Fam,2Story,6,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,2,CBlock,3,3,2,4,619,1054,GasA,2,1,4,1512,1142,2654,1,2,1,3,9,Typ,1,4,Attchd,1,2,619,3,3,Y,0,65,NA,WD ,Normal,250000
RL,76,9892,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,8,1994,1995,Hip,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,4,4,6,1341,1679,GasA,4,1,4,1803,0,1803,1,2,1,3,6,Typ,2,3,Attchd,1,2,482,3,3,Y,129,64,NA,WD ,Normal,285000
RL,0,10762,Pave,NA,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,NA,344,3,PConc,4,3,1,6,694,978,GasA,4,1,4,1005,978,1983,0,2,1,3,9,Typ,1,3,Attchd,3,2,490,3,3,Y,0,0,NA,WD ,Normal,225000
RL,70,9100,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69,2,CBlock,3,3,1,1,0,1144,GasA,2,1,4,1144,0,1144,0,1,0,2,6,Typ,1,4,Attchd,2,1,336,3,3,Y,0,0,NA,WD ,Normal,120000
RL,63,7875,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,2,PConc,4,4,1,1,0,1237,GasA,3,1,4,1253,0,1253,0,2,0,2,6,Typ,1,3,Attchd,3,2,402,3,3,Y,220,21,NA,WD ,Normal,176000
RL,0,7000,Pave,NA,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90,3,CBlock,3,3,1,5,646,864,GasA,4,1,4,864,0,864,1,1,0,2,6,Typ,0,0,Attchd,1,1,336,3,3,Y,0,0,NA,WD ,Normal,136500
RM,0,4426,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147,3,PConc,4,3,4,6,697,848,GasA,4,1,4,848,0,848,1,1,0,3,3,Typ,1,3,Attchd,2,2,420,3,3,Y,149,0,NA,WD ,Normal,141000
RM,0,7758,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600,2,PConc,3,3,1,2,224,1040,GasA,4,1,2,1226,592,1818,0,1,1,2,7,Typ,2,3,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,169500
RL,70,8810,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,1000,1390,GasA,4,1,4,1390,0,1390,1,2,0,3,7,Typ,0,0,Attchd,2,2,545,3,3,Y,0,68,NA,WD ,Normal,207000
RL,88,15312,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,6,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54,2,CBlock,3,3,3,4,588,1138,GasA,4,1,4,1138,0,1138,0,1,0,2,6,Typ,1,3,Attchd,2,2,480,3,3,Y,0,0,NA,COD,Normal,148000
RL,75,7950,Pave,NA,Bnk,Corner,Edwards,Norm,Norm,1Fam,2Story,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,2,CBlock,3,3,1,4,535,690,GasA,2,1,4,698,728,1426,0,1,1,2,6,Typ,0,0,Attchd,3,2,440,3,3,Y,252,0,NA,WD ,Normal,159500
RL,87,10000,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,2,CBlock,3,3,1,1,0,1116,GasA,2,1,4,1116,0,1116,0,1,1,2,5,Typ,0,0,Attchd,1,2,440,3,3,Y,0,0,NA,WD ,Normal,160000
RM,59,5870,Pave,NA,Lvl,Corner,BrkSide,Feedr,Feedr,1Fam,2Story,6,1900,2000,Gable,CompShg,HdBoard,HdBoard,NA,0,2,BrkTil,3,3,1,1,0,554,GasA,4,1,4,736,554,1290,0,1,1,2,6,Typ,0,0,Detchd,1,1,200,2,3,Y,38,112,Shed,WD ,Normal,106900
RL,50,7175,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1991,1991,Gable,CompShg,Plywood,Plywood,NA,0,3,PConc,4,3,1,6,278,1217,GasA,3,1,4,1217,0,1217,0,2,0,3,5,Typ,0,0,Attchd,2,2,484,3,3,Y,0,64,NA,WD ,Normal,151000
RM,50,6000,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,1,0,901,GasA,4,1,4,901,0,901,0,1,0,2,4,Typ,0,0,Detchd,1,1,281,2,3,Y,0,0,NA,WD ,Normal,107900
RL,0,14217,Pave,NA,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,5,550,1022,GasA,3,1,4,1022,0,1022,0,1,0,2,6,Typ,0,0,Detchd,1,2,747,3,3,Y,0,0,NA,WD ,Normal,139500
RL,0,12493,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,4,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,5,419,1100,GasA,2,1,4,1100,0,1100,1,1,0,2,6,Typ,1,1,Attchd,2,1,312,3,3,Y,355,0,NA,WD ,Normal,141000
RL,113,8513,Pave,NA,Lvl,Corner,Nonemes,Artery,Norm,Duplex,1Story,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,NA,0,2,CBlock,3,3,3,1,0,1800,GasA,2,0,4,1800,0,1800,0,2,0,2,10,Typ,0,0,NA,0,0,0,0,0,N,0,0,NA,WD ,Abnorml,130000
RL,80,7936,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,4,826,1045,GasA,2,1,4,1045,0,1045,1,1,0,2,6,Typ,1,2,Attchd,2,1,264,3,3,Y,0,0,NA,WD ,Normal,127000
RM,21,1869,Pave,NA,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,2,CBlock,3,3,1,3,321,483,GasA,2,1,4,483,504,987,0,1,1,2,5,Typ,0,0,Detchd,1,1,280,3,3,Y,0,0,NA,WD ,Normal,106000
RL,24,2280,Pave,NA,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,NA,0,2,CBlock,3,3,1,5,514,855,GasA,2,1,4,855,601,1456,0,2,1,3,6,Typ,1,3,Attchd,1,2,440,3,3,Y,173,0,NA,WD ,Normal,149900
RL,50,8405,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1945,1950,Gable,CompShg,WdShing,Wd Shng,NA,0,2,Slab,0,0,0,0,0,0,Wall,2,0,2,1088,441,1529,0,2,0,2,9,Mod,0,0,Detchd,1,1,240,3,3,N,92,0,NA,WD ,Normal,98000
